Sno,Date,Time,State/UnionTerritory,Cured,Deaths,Confirmed
0,30/01/20,6:00 PM,Kerala,0,0,1
1,31/01/20,6:00 PM,Kerala,0,0,1
2,01/02/20,6:00 PM,Kerala,0,0,2
3,02/02/20,6:00 PM,Kerala,0,0,3
4,03/02/20,6:00 PM,Kerala,0,0,3
5,04/02/20,6:00 PM,Kerala,0,0,3
6,05/02/20,6:00 PM,Kerala,0,0,3
7,06/02/20,6:00 PM,Kerala,0,0,3
8,07/02/20,6:00 PM,Kerala,0,0,3
9,08/02/20,6:00 PM,Kerala,0,0,3
10,09/02/20,6:00 PM,Kerala,0,0,3
11,10/02/20,6:00 PM,Kerala,0,0,3
12,11/02/20,6:00 PM,Kerala,0,0,3
13,12/02/20,6:00 PM,Kerala,0,0,3
14,13/02/20,6:00 PM,Kerala,0,0,3
15,14/02/20,6:00 PM,Kerala,0,0,3
16,15/02/20,6:00 PM,Kerala,0,0,3
17,16/02/20,6:00 PM,Kerala,0,0,3
18,17/02/20,6:00 PM,Kerala,0,0,3
19,18/02/20,6:00 PM,Kerala,0,0,3
20,19/02/20,6:00 PM,Kerala,0,0,3
21,20/02/20,6:00 PM,Kerala,0,0,3
22,21/02/20,6:00 PM,Kerala,0,0,3
23,22/02/20,6:00 PM,Kerala,0,0,3
24,23/02/20,6:00 PM,Kerala,0,0,3
25,24/02/20,6:00 PM,Kerala,0,0,3
26,25/02/20,6:00 PM,Kerala,0,0,3
27,26/02/20,6:00 PM,Kerala,0,0,3
28,27/02/20,6:00 PM,Kerala,0,0,3
29,28/02/20,6:00 PM,Kerala,0,0,3
30,29/02/20,6:00 PM,Kerala,0,0,3
31,01/03/20,6:00 PM,Kerala,0,0,3
32,02/03/20,6:00 PM,Telangana,0,0,1
33,02/03/20,6:00 PM,Kerala,0,0,3
34,02/03/20,6:00 PM,Delhi,0,0,1
35,03/03/20,6:00 PM,Telangana,0,0,1
36,03/03/20,6:00 PM,Rajasthan,0,0,1
37,03/03/20,6:00 PM,Kerala,3,0,3
38,03/03/20,6:00 PM,Delhi,0,0,1
39,04/03/20,6:00 PM,Uttar Pradesh,0,0,6
40,04/03/20,6:00 PM,Kerala,3,0,3
41,04/03/20,6:00 PM,Haryana,0,0,2
42,04/03/20,6:00 PM,Delhi,0,0,1
43,04/03/20,6:00 PM,Telangana,0,0,1
44,04/03/20,6:00 PM,Rajasthan,0,0,15
45,05/03/20,6:00 PM,Delhi,0,0,2
46,05/03/20,6:00 PM,Haryana,0,0,2
47,05/03/20,6:00 PM,Kerala,3,0,3
48,05/03/20,6:00 PM,Rajasthan,0,0,15
49,05/03/20,6:00 PM,Telangana,0,0,1
50,05/03/20,6:00 PM,Uttar Pradesh,0,0,7
51,06/03/20,6:00 PM,Delhi,0,0,3
52,06/03/20,6:00 PM,Haryana,0,0,2
53,06/03/20,6:00 PM,Kerala,3,0,3
54,06/03/20,6:00 PM,Rajasthan,0,0,15
55,06/03/20,6:00 PM,Uttar Pradesh,0,0,7
56,06/03/20,6:00 PM,Telangana,0,0,1
57,07/03/20,6:00 PM,Kerala,3,0,3
58,07/03/20,6:00 PM,Uttar Pradesh,0,0,7
59,07/03/20,6:00 PM,Ladakh,0,0,2
60,07/03/20,6:00 PM,Telangana,0,0,1
61,07/03/20,6:00 PM,Tamil Nadu,0,0,1
62,07/03/20,6:00 PM,Delhi,0,0,3
63,07/03/20,6:00 PM,Haryana,0,0,2
64,07/03/20,6:00 PM,Rajasthan,0,0,15
65,08/03/20,6:00 PM,Ladakh,0,0,2
66,08/03/20,6:00 PM,Telangana,0,0,1
67,08/03/20,6:00 PM,Tamil Nadu,0,0,1
68,08/03/20,6:00 PM,Rajasthan,0,0,15
69,08/03/20,6:00 PM,Kerala,3,0,8
70,08/03/20,6:00 PM,Haryana,0,0,2
71,08/03/20,6:00 PM,Delhi,0,0,3
72,08/03/20,6:00 PM,Uttar Pradesh,0,0,7
73,09/03/20,6:00 PM,Ladakh,0,0,2
74,09/03/20,6:00 PM,Karnataka,0,0,1
75,09/03/20,6:00 PM,Kerala,3,0,9
76,09/03/20,6:00 PM,Maharashtra,0,0,2
77,09/03/20,6:00 PM,Punjab,0,0,1
78,09/03/20,6:00 PM,Rajasthan,0,0,15
79,09/03/20,6:00 PM,Tamil Nadu,0,0,1
80,09/03/20,6:00 PM,Telangana,0,0,1
81,09/03/20,6:00 PM,Jammu and Kashmir,0,0,1
82,09/03/20,6:00 PM,Uttar Pradesh,0,0,7
83,09/03/20,6:00 PM,Haryana,0,0,2
84,09/03/20,6:00 PM,Delhi,0,0,4
85,10/03/20,6:00 PM,Uttar Pradesh,0,0,7
86,10/03/20,6:00 PM,Ladakh,0,0,2
87,10/03/20,6:00 PM,Delhi,0,0,4
88,10/03/20,6:00 PM,Haryana,0,0,2
89,10/03/20,6:00 PM,Karnataka,0,0,4
90,10/03/20,6:00 PM,Kerala,3,0,15
91,10/03/20,6:00 PM,Maharashtra,0,0,5
92,10/03/20,6:00 PM,Punjab,0,0,1
93,10/03/20,6:00 PM,Rajasthan,0,0,15
94,10/03/20,6:00 PM,Tamil Nadu,0,0,1
95,10/03/20,6:00 PM,Telangana,0,0,1
96,10/03/20,6:00 PM,Jammu and Kashmir,0,0,1
97,11/03/20,6:00 PM,Maharashtra,0,0,2
98,11/03/20,6:00 PM,Delhi,0,0,5
99,11/03/20,6:00 PM,Haryana,0,0,14
100,11/03/20,6:00 PM,Kerala,3,0,17
101,11/03/20,6:00 PM,Rajasthan,0,0,3
102,11/03/20,6:00 PM,Telangana,0,0,1
103,11/03/20,6:00 PM,Uttar Pradesh,0,0,9
104,11/03/20,6:00 PM,Ladakh,0,0,2
105,11/03/20,6:00 PM,Tamil Nadu,0,0,1
106,11/03/20,6:00 PM,Jammu and Kashmir,0,0,1
107,11/03/20,6:00 PM,Punjab,0,0,1
108,11/03/20,6:00 PM,Karnataka,0,0,4
109,12/03/20,6:00 PM,Delhi,0,0,6
110,12/03/20,6:00 PM,Haryana,0,0,14
111,12/03/20,6:00 PM,Kerala,3,0,17
112,12/03/20,6:00 PM,Rajasthan,0,0,3
113,12/03/20,6:00 PM,Telangana,0,0,1
114,12/03/20,6:00 PM,Uttar Pradesh,0,0,11
115,12/03/20,6:00 PM,Ladakh,0,0,3
116,12/03/20,6:00 PM,Tamil Nadu,0,0,1
117,12/03/20,6:00 PM,Jammu and Kashmir,0,0,1
118,12/03/20,6:00 PM,Punjab,0,0,1
119,12/03/20,6:00 PM,Karnataka,0,0,4
120,12/03/20,6:00 PM,Maharashtra,0,0,11
121,12/03/20,6:00 PM,Andhra Pradesh,0,0,1
122,13/03/20,6:00 PM,Delhi,0,0,6
123,13/03/20,6:00 PM,Haryana,0,0,14
124,13/03/20,6:00 PM,Kerala,3,0,19
125,13/03/20,6:00 PM,Rajasthan,0,0,3
126,13/03/20,6:00 PM,Telangana,0,0,1
127,13/03/20,6:00 PM,Uttar Pradesh,0,0,11
128,13/03/20,6:00 PM,Ladakh,0,0,3
129,13/03/20,6:00 PM,Tamil Nadu,0,0,1
130,13/03/20,6:00 PM,Jammu and Kashmir,0,0,1
131,13/03/20,6:00 PM,Punjab,0,0,1
132,13/03/20,6:00 PM,Karnataka,0,1,6
133,13/03/20,6:00 PM,Maharashtra,0,0,14
134,13/03/20,6:00 PM,Andhra Pradesh,0,0,1
135,14/03/20,6:00 PM,Delhi,1,1,7
136,14/03/20,6:00 PM,Haryana,0,0,14
137,14/03/20,6:00 PM,Kerala,3,0,19
138,14/03/20,6:00 PM,Rajasthan,1,0,3
139,14/03/20,6:00 PM,Telangana,0,0,1
140,14/03/20,6:00 PM,Uttar Pradesh,5,0,12
141,14/03/20,6:00 PM,Ladakh,0,0,3
142,14/03/20,6:00 PM,Tamil Nadu,0,0,1
143,14/03/20,6:00 PM,Jammu and Kashmir,0,0,2
144,14/03/20,6:00 PM,Punjab,0,0,1
145,14/03/20,6:00 PM,Karnataka,0,1,6
146,14/03/20,6:00 PM,Maharashtra,0,0,14
147,14/03/20,6:00 PM,Andhra Pradesh,0,0,1
148,15/03/20,6:00 PM,Andhra Pradesh,0,0,1
149,15/03/20,6:00 PM,Delhi,2,1,7
150,15/03/20,6:00 PM,Haryana,0,0,14
151,15/03/20,6:00 PM,Karnataka,0,1,6
152,15/03/20,6:00 PM,Kerala,3,0,22
153,15/03/20,6:00 PM,Maharashtra,0,0,32
154,15/03/20,6:00 PM,Punjab,0,0,1
155,15/03/20,6:00 PM,Rajasthan,3,0,4
156,15/03/20,6:00 PM,Tamil Nadu,0,0,1
157,15/03/20,6:00 PM,Telangana,1,0,3
158,15/03/20,6:00 PM,Jammu and Kashmir,0,0,2
159,15/03/20,6:00 PM,Ladakh,0,0,3
160,15/03/20,6:00 PM,Uttar Pradesh,4,0,13
161,15/03/20,6:00 PM,Uttarakhand,0,0,1
162,16/03/20,6:00 PM,Andhra Pradesh,0,0,1
163,16/03/20,6:00 PM,Delhi,2,1,7
164,16/03/20,6:00 PM,Haryana,0,0,14
165,16/03/20,6:00 PM,Karnataka,0,1,6
166,16/03/20,6:00 PM,Kerala,3,0,23
167,16/03/20,6:00 PM,Maharashtra,0,0,32
168,16/03/20,6:00 PM,Odisha,0,0,1
169,16/03/20,6:00 PM,Punjab,0,0,1
170,16/03/20,6:00 PM,Rajasthan,3,0,4
171,16/03/20,6:00 PM,Tamil Nadu,0,0,1
172,16/03/20,6:00 PM,Telangana,1,0,3
173,16/03/20,6:00 PM,Jammu and Kashmir,0,0,3
174,16/03/20,6:00 PM,Ladakh,0,0,4
175,16/03/20,6:00 PM,Uttar Pradesh,4,0,13
176,16/03/20,6:00 PM,Uttarakhand,0,0,1
177,17/03/20,6:00 PM,Andhra Pradesh,0,0,1
178,17/03/20,6:00 PM,Delhi,2,1,8
179,17/03/20,6:00 PM,Haryana,0,0,15
180,17/03/20,6:00 PM,Karnataka,0,1,11
181,17/03/20,6:00 PM,Kerala,3,0,26
182,17/03/20,6:00 PM,Maharashtra,0,1,39
183,17/03/20,6:00 PM,Odisha,0,0,1
184,17/03/20,6:00 PM,Punjab,0,0,1
185,17/03/20,6:00 PM,Rajasthan,3,0,4
186,17/03/20,6:00 PM,Tamil Nadu,0,0,1
187,17/03/20,6:00 PM,Telangana,1,0,5
188,17/03/20,6:00 PM,Jammu and Kashmir,0,0,3
189,17/03/20,6:00 PM,Ladakh,0,0,6
190,17/03/20,6:00 PM,Uttar Pradesh,5,0,15
191,17/03/20,6:00 PM,Uttarakhand,0,0,1
192,18/03/20,6:00 PM,Andhra Pradesh,0,0,1
193,18/03/20,6:00 PM,Delhi,2,1,10
194,18/03/20,6:00 PM,Haryana,0,0,17
195,18/03/20,6:00 PM,Karnataka,0,1,11
196,18/03/20,6:00 PM,Kerala,3,0,27
197,18/03/20,6:00 PM,Maharashtra,0,1,42
198,18/03/20,6:00 PM,Odisha,0,0,1
199,18/03/20,6:00 PM,Puducherry,0,0,1
200,18/03/20,6:00 PM,Punjab,0,0,1
201,18/03/20,6:00 PM,Rajasthan,3,0,4
202,18/03/20,6:00 PM,Tamil Nadu,0,0,1
203,18/03/20,6:00 PM,Telangana,1,0,6
204,18/03/20,6:00 PM,Jammu and Kashmir,0,0,3
205,18/03/20,6:00 PM,Ladakh,0,0,8
206,18/03/20,6:00 PM,Uttar Pradesh,5,0,16
207,18/03/20,6:00 PM,Uttarakhand,0,0,1
208,18/03/20,6:00 PM,West Bengal,0,0,1
209,19/03/20,6:00 PM,Andhra Pradesh,0,0,2
210,19/03/20,6:00 PM,Chhattisgarh,0,0,1
211,19/03/20,6:00 PM,Delhi,3,1,12
212,19/03/20,6:00 PM,Haryana,0,0,17
213,19/03/20,6:00 PM,Karnataka,0,1,14
214,19/03/20,6:00 PM,Kerala,3,0,27
215,19/03/20,6:00 PM,Maharashtra,0,1,47
216,19/03/20,6:00 PM,Odisha,0,0,1
217,19/03/20,6:00 PM,Puducherry,0,0,1
218,19/03/20,6:00 PM,Punjab,0,1,2
219,19/03/20,6:00 PM,Rajasthan,3,0,7
220,19/03/20,6:00 PM,Tamil Nadu,1,0,2
221,19/03/20,6:00 PM,Telangana,1,0,6
222,19/03/20,6:00 PM,Chandigarh,0,0,1
223,19/03/20,6:00 PM,Jammu and Kashmir,0,0,4
224,19/03/20,6:00 PM,Ladakh,0,0,8
225,19/03/20,6:00 PM,Uttar Pradesh,9,0,19
226,19/03/20,6:00 PM,Uttarakhand,0,0,1
227,19/03/20,6:00 PM,West Bengal,0,0,1
228,20/03/20,6:00 PM,Andhra Pradesh,0,0,3
229,20/03/20,6:00 PM,Chhattisgarh,0,0,1
230,20/03/20,6:00 PM,Delhi,5,1,17
231,20/03/20,6:00 PM,Gujarat,0,0,5
232,20/03/20,6:00 PM,Haryana,0,0,17
233,20/03/20,6:00 PM,Karnataka,1,1,15
234,20/03/20,6:00 PM,Kerala,3,0,28
235,20/03/20,6:00 PM,Maharashtra,0,1,52
236,20/03/20,6:00 PM,Odisha,0,0,2
237,20/03/20,6:00 PM,Puducherry,0,0,1
238,20/03/20,6:00 PM,Punjab,0,1,2
239,20/03/20,6:00 PM,Rajasthan,3,0,17
240,20/03/20,6:00 PM,Tamil Nadu,1,0,3
241,20/03/20,6:00 PM,Telangana,1,0,17
242,20/03/20,6:00 PM,Chandigarh,0,0,1
243,20/03/20,6:00 PM,Jammu and Kashmir,0,0,4
244,20/03/20,6:00 PM,Ladakh,0,0,10
245,20/03/20,6:00 PM,Uttar Pradesh,9,0,23
246,20/03/20,6:00 PM,Uttarakhand,0,0,3
247,20/03/20,6:00 PM,West Bengal,0,0,2
248,21/03/20,6:00 PM,Andhra Pradesh,0,0,3
249,21/03/20,6:00 PM,Chhattisgarh,0,0,1
250,21/03/20,6:00 PM,Delhi,5,1,26
251,21/03/20,6:00 PM,Gujarat,0,0,7
252,21/03/20,6:00 PM,Haryana,0,0,17
253,21/03/20,6:00 PM,Himachal Pradesh,0,0,2
254,21/03/20,6:00 PM,Karnataka,1,1,15
255,21/03/20,6:00 PM,Kerala,3,0,40
256,21/03/20,6:00 PM,Madhya Pradesh,0,0,4
257,21/03/20,6:00 PM,Maharashtra,0,1,63
258,21/03/20,6:00 PM,Odisha,0,0,2
259,21/03/20,6:00 PM,Puducherry,0,0,1
260,21/03/20,6:00 PM,Punjab,0,1,13
261,21/03/20,6:00 PM,Rajasthan,3,0,17
262,21/03/20,6:00 PM,Tamil Nadu,1,0,3
263,21/03/20,6:00 PM,Telangana,1,0,21
264,21/03/20,6:00 PM,Chandigarh,0,0,1
265,21/03/20,6:00 PM,Jammu and Kashmir,0,0,4
266,21/03/20,6:00 PM,Ladakh,0,0,13
267,21/03/20,6:00 PM,Uttar Pradesh,9,0,24
268,21/03/20,6:00 PM,Uttarakhand,0,0,3
269,21/03/20,6:00 PM,West Bengal,0,0,3
270,22/03/20,6:00 PM,Andhra Pradesh,0,0,5
271,22/03/20,6:00 PM,Bihar,0,1,2
272,22/03/20,6:00 PM,Chhattisgarh,0,0,1
273,22/03/20,6:00 PM,Delhi,5,1,29
274,22/03/20,6:00 PM,Gujarat,0,1,18
275,22/03/20,6:00 PM,Haryana,0,0,21
276,22/03/20,6:00 PM,Himachal Pradesh,0,0,2
277,22/03/20,6:00 PM,Karnataka,2,1,26
278,22/03/20,6:00 PM,Kerala,3,0,52
279,22/03/20,6:00 PM,Madhya Pradesh,0,0,4
280,22/03/20,6:00 PM,Maharashtra,0,2,67
281,22/03/20,6:00 PM,Odisha,0,0,2
282,22/03/20,6:00 PM,Puducherry,0,0,1
283,22/03/20,6:00 PM,Punjab,0,1,21
284,22/03/20,6:00 PM,Rajasthan,3,0,24
285,22/03/20,6:00 PM,Tamil Nadu,1,0,7
286,22/03/20,6:00 PM,Telangana,1,0,22
287,22/03/20,6:00 PM,Chandigarh,0,0,5
288,22/03/20,6:00 PM,Jammu and Kashmir,0,0,4
289,22/03/20,6:00 PM,Ladakh,0,0,13
290,22/03/20,6:00 PM,Uttar Pradesh,9,0,27
291,22/03/20,6:00 PM,Uttarakhand,0,0,3
292,22/03/20,6:00 PM,West Bengal,0,0,4
293,23/03/20,6:00 PM,Andhra Pradesh,0,0,7
294,23/03/20,6:00 PM,Bihar,0,1,2
295,23/03/20,6:00 PM,Chhattisgarh,0,0,1
296,23/03/20,6:00 PM,Delhi,5,1,29
297,23/03/20,6:00 PM,Gujarat,0,1,29
298,23/03/20,6:00 PM,Haryana,0,0,26
299,23/03/20,6:00 PM,Himachal Pradesh,0,0,2
300,23/03/20,6:00 PM,Karnataka,2,1,33
301,23/03/20,6:00 PM,Kerala,3,0,67
302,23/03/20,6:00 PM,Madhya Pradesh,0,0,6
303,23/03/20,6:00 PM,Maharashtra,0,2,74
304,23/03/20,6:00 PM,Odisha,0,0,2
305,23/03/20,6:00 PM,Puducherry,0,0,1
306,23/03/20,6:00 PM,Punjab,0,1,21
307,23/03/20,6:00 PM,Rajasthan,3,0,28
308,23/03/20,6:00 PM,Tamil Nadu,1,0,9
309,23/03/20,6:00 PM,Telangana,1,0,32
310,23/03/20,6:00 PM,Chandigarh,0,0,6
311,23/03/20,6:00 PM,Jammu and Kashmir,0,0,4
312,23/03/20,6:00 PM,Ladakh,0,0,13
313,23/03/20,6:00 PM,Uttar Pradesh,9,0,31
314,23/03/20,6:00 PM,Uttarakhand,0,0,3
315,23/03/20,6:00 PM,West Bengal,0,0,7
316,24/03/20,6:00 PM,Andhra Pradesh,0,0,8
317,24/03/20,6:00 PM,Bihar,0,1,3
318,24/03/20,6:00 PM,Chhattisgarh,0,0,1
319,24/03/20,6:00 PM,Delhi,6,1,30
320,24/03/20,6:00 PM,Gujarat,0,1,33
321,24/03/20,6:00 PM,Haryana,11,0,28
322,24/03/20,6:00 PM,Himachal Pradesh,0,1,3
323,24/03/20,6:00 PM,Karnataka,3,1,37
324,24/03/20,6:00 PM,Kerala,4,0,95
325,24/03/20,6:00 PM,Madhya Pradesh,0,0,7
326,24/03/20,6:00 PM,Maharashtra,0,2,89
327,24/03/20,6:00 PM,Manipur,0,0,1
328,24/03/20,6:00 PM,Odisha,0,0,2
329,24/03/20,6:00 PM,Puducherry,0,0,1
330,24/03/20,6:00 PM,Punjab,0,1,29
331,24/03/20,6:00 PM,Rajasthan,3,0,32
332,24/03/20,6:00 PM,Tamil Nadu,1,0,15
333,24/03/20,6:00 PM,Telangana,1,0,35
334,24/03/20,6:00 PM,Chandigarh,0,0,7
335,24/03/20,6:00 PM,Jammu and Kashmir,0,0,4
336,24/03/20,6:00 PM,Ladakh,0,0,13
337,24/03/20,6:00 PM,Uttar Pradesh,11,0,33
338,24/03/20,6:00 PM,Uttarakhand,0,0,4
339,24/03/20,6:00 PM,West Bengal,0,1,9
340,25/03/20,6:00 PM,Andhra Pradesh,1,0,9
341,25/03/20,6:00 PM,Bihar,0,1,4
342,25/03/20,6:00 PM,Chhattisgarh,0,0,1
343,25/03/20,6:00 PM,Delhi,6,1,31
344,25/03/20,6:00 PM,Gujarat,0,1,38
345,25/03/20,6:00 PM,Haryana,11,0,28
346,25/03/20,6:00 PM,Himachal Pradesh,0,1,3
347,25/03/20,6:00 PM,Karnataka,3,1,41
348,25/03/20,6:00 PM,Kerala,4,0,109
349,25/03/20,6:00 PM,Madhya Pradesh,0,0,14
350,25/03/20,6:00 PM,Maharashtra,1,3,128
351,25/03/20,6:00 PM,Manipur,0,0,1
352,25/03/20,6:00 PM,Mizoram,0,0,1
353,25/03/20,6:00 PM,Odisha,0,0,2
354,25/03/20,6:00 PM,Puducherry,0,0,1
355,25/03/20,6:00 PM,Punjab,0,1,29
356,25/03/20,6:00 PM,Rajasthan,3,0,36
357,25/03/20,6:00 PM,Tamil Nadu,1,0,18
358,25/03/20,6:00 PM,Telangana,1,0,35
359,25/03/20,6:00 PM,Chandigarh,0,0,7
360,25/03/20,6:00 PM,Jammu and Kashmir,1,0,7
361,25/03/20,6:00 PM,Ladakh,0,0,13
362,25/03/20,6:00 PM,Uttar Pradesh,11,0,37
363,25/03/20,6:00 PM,Uttarakhand,0,0,4
364,25/03/20,6:00 PM,West Bengal,0,1,9
365,26/03/20,6:00 PM,Andaman and Nicobar Islands,0,0,1
366,26/03/20,6:00 PM,Andhra Pradesh,1,0,11
367,26/03/20,6:00 PM,Bihar,0,1,6
368,26/03/20,6:00 PM,Chandigarh,0,0,7
369,26/03/20,6:00 PM,Chhattisgarh,0,0,6
370,26/03/20,6:00 PM,Delhi,6,1,36
371,26/03/20,6:00 PM,Goa,0,0,3
372,26/03/20,6:00 PM,Gujarat,0,3,43
373,26/03/20,6:00 PM,Haryana,11,0,30
374,26/03/20,6:00 PM,Himachal Pradesh,0,1,3
375,26/03/20,6:00 PM,Jammu and Kashmir,1,0,13
376,26/03/20,6:00 PM,Karnataka,3,2,55
377,26/03/20,6:00 PM,Kerala,6,0,118
378,26/03/20,6:00 PM,Ladakh,0,0,13
379,26/03/20,6:00 PM,Madhya Pradesh,0,1,20
380,26/03/20,6:00 PM,Maharashtra,1,3,124
381,26/03/20,6:00 PM,Manipur,0,0,1
382,26/03/20,6:00 PM,Mizoram,0,0,1
383,26/03/20,6:00 PM,Odisha,0,0,2
384,26/03/20,6:00 PM,Puducherry,0,0,1
385,26/03/20,6:00 PM,Punjab,0,1,33
386,26/03/20,6:00 PM,Rajasthan,3,0,41
387,26/03/20,6:00 PM,Tamil Nadu,1,1,26
388,26/03/20,6:00 PM,Telangana,1,0,44
389,26/03/20,6:00 PM,Uttarakhand,0,0,5
390,26/03/20,6:00 PM,Uttar Pradesh,11,0,41
391,26/03/20,6:00 PM,West Bengal,0,1,10
392,27/03/20,10:00 AM,Andaman and Nicobar Islands,0,0,1
393,27/03/20,10:00 AM,Andhra Pradesh,1,0,12
394,27/03/20,10:00 AM,Bihar,0,1,6
395,27/03/20,10:00 AM,Chandigarh,0,0,7
396,27/03/20,10:00 AM,Chhattisgarh,0,0,6
397,27/03/20,10:00 AM,Delhi,6,1,36
398,27/03/20,10:00 AM,Goa,0,0,3
399,27/03/20,10:00 AM,Gujarat,0,3,43
400,27/03/20,10:00 AM,Haryana,11,0,30
401,27/03/20,10:00 AM,Himachal Pradesh,0,1,3
402,27/03/20,10:00 AM,Jammu and Kashmir,1,1,13
403,27/03/20,10:00 AM,Karnataka,3,2,55
404,27/03/20,10:00 AM,Kerala,11,0,137
405,27/03/20,10:00 AM,Ladakh,3,0,13
406,27/03/20,10:00 AM,Madhya Pradesh,0,1,20
407,27/03/20,10:00 AM,Maharashtra,15,4,130
408,27/03/20,10:00 AM,Manipur,0,0,1
409,27/03/20,10:00 AM,Mizoram,0,0,1
410,27/03/20,10:00 AM,Odisha,0,0,2
411,27/03/20,10:00 AM,Puducherry,0,0,1
412,27/03/20,10:00 AM,Punjab,0,1,33
413,27/03/20,10:00 AM,Rajasthan,3,0,41
414,27/03/20,10:00 AM,Tamil Nadu,1,1,29
415,27/03/20,10:00 AM,Telangana,1,0,45
416,27/03/20,10:00 AM,Uttarakhand,0,0,5
417,27/03/20,10:00 AM,Uttar Pradesh,11,0,41
418,27/03/20,10:00 AM,West Bengal,0,1,10
419,28/03/20,6:00 PM,Andhra Pradesh,1,0,14
420,28/03/20,6:00 PM,Andaman and Nicobar Islands,0,0,6
421,28/03/20,6:00 PM,Bihar,0,1,9
422,28/03/20,6:00 PM,Chandigarh,0,0,8
423,28/03/20,6:00 PM,Chhattisgarh,0,0,6
424,28/03/20,6:00 PM,Delhi,6,1,39
425,28/03/20,6:00 PM,Goa,0,0,3
426,28/03/20,6:00 PM,Gujarat,0,3,45
427,28/03/20,6:00 PM,Haryana,12,0,33
428,28/03/20,6:00 PM,Himachal Pradesh,0,1,3
429,28/03/20,6:00 PM,Jammu and Kashmir,1,1,20
430,28/03/20,6:00 PM,Karnataka,3,2,55
431,28/03/20,6:00 PM,Kerala,11,0,176
432,28/03/20,6:00 PM,Ladakh,3,0,13
433,28/03/20,6:00 PM,Madhya Pradesh,0,2,30
434,28/03/20,6:00 PM,Maharashtra,25,5,180
435,28/03/20,6:00 PM,Manipur,0,0,1
436,28/03/20,6:00 PM,Mizoram,0,0,1
437,28/03/20,6:00 PM,Odisha,0,0,3
438,28/03/20,6:00 PM,Puducherry,0,0,1
439,28/03/20,6:00 PM,Punjab,1,1,38
440,28/03/20,6:00 PM,Rajasthan,3,0,54
441,28/03/20,6:00 PM,Tamil Nadu,2,1,40
442,28/03/20,6:00 PM,Telangana,1,0,56
443,28/03/20,6:00 PM,Uttarakhand,0,0,5
444,28/03/20,6:00 PM,Uttar Pradesh,11,0,55
445,28/03/20,6:00 PM,West Bengal,0,1,15
446,29/03/20,7:30 PM,Andhra Pradesh,1,0,19
447,29/03/20,7:30 PM,Andaman and Nicobar Islands,0,0,9
448,29/03/20,7:30 PM,Bihar,0,1,11
449,29/03/20,7:30 PM,Chandigarh,0,0,8
450,29/03/20,7:30 PM,Chhattisgarh,0,0,7
451,29/03/20,7:30 PM,Delhi,6,2,49
452,29/03/20,7:30 PM,Goa,0,0,5
453,29/03/20,7:30 PM,Gujarat,1,5,58
454,29/03/20,7:30 PM,Haryana,17,0,33
455,29/03/20,7:30 PM,Himachal Pradesh,0,1,3
456,29/03/20,7:30 PM,Jammu and Kashmir,1,2,31
457,29/03/20,7:30 PM,Karnataka,5,3,76
458,29/03/20,7:30 PM,Kerala,15,1,182
459,29/03/20,7:30 PM,Ladakh,3,0,13
460,29/03/20,7:30 PM,Madhya Pradesh,0,2,30
461,29/03/20,7:30 PM,Maharashtra,25,6,186
462,29/03/20,7:30 PM,Manipur,0,0,1
463,29/03/20,7:30 PM,Mizoram,0,0,1
464,29/03/20,7:30 PM,Odisha,0,0,3
465,29/03/20,7:30 PM,Puducherry,0,0,1
466,29/03/20,7:30 PM,Punjab,1,1,38
467,29/03/20,7:30 PM,Rajasthan,3,0,55
468,29/03/20,7:30 PM,Tamil Nadu,4,1,49
469,29/03/20,7:30 PM,Telangana,1,1,66
470,29/03/20,7:30 PM,Uttarakhand,2,0,7
471,29/03/20,7:30 PM,Uttar Pradesh,11,0,65
472,29/03/20,7:30 PM,West Bengal,0,1,18
473,30/03/20,9:30 PM,Andhra Pradesh,1,0,23
474,30/03/20,9:30 PM,Andaman and Nicobar Islands,0,0,9
475,30/03/20,9:30 PM,Bihar,0,1,15
476,30/03/20,9:30 PM,Chandigarh,0,0,8
477,30/03/20,9:30 PM,Chhattisgarh,0,0,7
478,30/03/20,9:30 PM,Delhi,6,2,87
479,30/03/20,9:30 PM,Goa,0,0,5
480,30/03/20,9:30 PM,Gujarat,1,6,69
481,30/03/20,9:30 PM,Haryana,18,0,36
482,30/03/20,9:30 PM,Himachal Pradesh,0,1,3
483,30/03/20,9:30 PM,Jammu and Kashmir,2,2,48
484,30/03/20,9:30 PM,Karnataka,5,3,83
485,30/03/20,9:30 PM,Kerala,19,1,202
486,30/03/20,9:30 PM,Ladakh,3,0,13
487,30/03/20,9:30 PM,Madhya Pradesh,0,3,47
488,30/03/20,9:30 PM,Maharashtra,25,8,198
489,30/03/20,9:30 PM,Manipur,0,0,1
490,30/03/20,9:30 PM,Mizoram,0,0,1
491,30/03/20,9:30 PM,Odisha,0,0,3
492,30/03/20,9:30 PM,Puducherry,0,0,1
493,30/03/20,9:30 PM,Punjab,1,1,38
494,30/03/20,9:30 PM,Rajasthan,3,0,59
495,30/03/20,9:30 PM,Tamil Nadu,4,1,67
496,30/03/20,9:30 PM,Telangana,1,1,71
497,30/03/20,9:30 PM,Uttarakhand,2,0,7
498,30/03/20,9:30 PM,Uttar Pradesh,11,0,82
499,30/03/20,9:30 PM,West Bengal,0,1,22
500,31/03/20,8:30 PM,Andhra Pradesh,1,0,40
